0 0.165248
0.0314159 -0.253033
0.0628319 0.285401
0.0942478 -0.517391
0.125664 -0.0420985
0.15708 -0.151155
0.188496 0.243522
0.219911 0.274393
0.251327 -0.0303913
0.282743 -0.119915
0.314159 1.78845
0.345575 -0.324076
0.376991 1.08375
0.408407 1.1961
0.439823 0.677604
0.471239 0.25161
0.502655 1.16638
0.534071 0.706368
0.565487 0.715316
0.596903 0.134637
0.628319 0.362389
0.659734 0.515905
0.69115 1.50959
0.722566 0.814236
0.753982 0.655555
0.785398 1.27236
0.816814 0.322469
0.84823 1.22599
0.879646 1.19888
0.911062 1.30019
0.942478 0.953074
0.973894 0.939866
1.00531 0.933041
1.03673 0.488425
1.06814 0.672685
1.09956 1.25856
1.13097 0.893258
1.16239 0.967156
1.19381 0.416003
1.22522 1.47305
1.25664 1.4671
1.28805 0.722539
1.31947 1.35664
1.35088 0.618945
1.3823 0.485767
1.41372 1.0087
1.44513 0.743643
1.47655 0.783801
1.50796 0.469274
1.53938 0.808182
1.5708 1.53624
1.60221 0.910809
1.63363 0.35609
1.66504 1.11709
1.69646 1.35387
1.72788 1.19012
1.75929 1.44223
1.79071 1.66866
1.82212 1.07061
1.85354 0.326262
1.88496 1.46446
1.91637 0.212049
1.94779 0.692764
1.9792 0.964217
2.01062 0.927148
2.04204 1.35505
2.07345 1.09384
2.10487 -0.278416
2.13628 -0.319018
2.1677 -0.315718
2.19911 0.204216
2.23053 0.350522
2.26195 1.32126
2.29336 0.148726
2.32478 0.344753
2.35619 -0.0219838
2.38761 1.12715
2.41903 0.608983
2.45044 1.34912
2.48186 -0.189747
2.51327 -0.176753
2.54469 1.20843
2.57611 0.265942
2.60752 0.401825
2.63894 0.238509
2.67035 0.316367
2.70177 -0.504962
2.73319 0.598824
2.7646 0.707461
2.79602 -0.0281184
2.82743 -0.0780084
2.85885 0.257674
2.89027 0.334806
2.92168 -0.420696
2.9531 0.0427156
2.98451 -0.267817
3.01593 -0.200285
3.04734 -1.13702
3.07876 -0.0988952
3.11018 -0.194067
3.14159 -0.0926063
3.17301 -0.0336606
3.20442 -0.0181421
3.23584 -0.795408
3.26726 0.0518689
3.29867 0.358421
3.33009 0.356693
3.3615 0.259718
3.39292 0.569286
3.42434 -0.887705
3.45575 -0.772465
3.48717 -0.241493
3.51858 -0.369956
3.55 0.0625944
3.58142 -0.500801
3.61283 -0.164577
3.64425 -0.777055
3.67566 -0.234233
3.70708 -0.649101
3.7385 -0.00996183
3.76991 -0.259412
3.80133 0.19452
3.83274 -0.00124831
3.86416 -0.251145
3.89557 -0.954453
3.92699 -0.714436
3.95841 0.176736
3.98982 -0.776872
4.02124 -0.158524
4.05265 -0.162916
4.08407 -0.692944
4.11549 -0.128983
4.1469 -0.305804
4.17832 -1.11714
4.20973 -0.40381
4.24115 0.079584
4.27257 -0.937326
4.30398 -0.301701
4.3354 -0.409837
4.36681 -0.120344
4.39823 -0.772906
4.42965 -0.555576
4.46106 -0.501266
4.49248 -0.912616
4.52389 -1.18781
4.55531 -1.75402
4.58673 -1.53931
4.61814 -1.01752
4.64956 -0.723082
4.68097 -1.07255
4.71239 -1.39825
4.7438 -1.15914
4.77522 -1.28287
4.80664 -0.195289
4.83805 -1.05501
4.86947 -1.53857
4.90088 -0.572177
4.9323 -1.87403
4.96372 -0.835108
4.99513 -1.09928
5.02655 -1.39402
5.05796 -0.300841
5.08938 -0.764877
5.1208 -0.44123
5.15221 -1.41889
5.18363 -1.27195
5.21504 -1.37647
5.24646 -0.660262
5.27788 -1.63696
5.30929 -0.653887
5.34071 -0.705381
5.37212 -1.8469
5.40354 -0.437152
5.43496 -0.681608
5.46637 -1.26553
5.49779 -0.537516
5.5292 -1.39818
5.56062 -0.503866
5.59203 -1.09311
5.62345 -0.400041
5.65487 -0.653326
5.68628 -0.670051
5.7177 -0.129481
5.74911 -1.04826
5.78053 -0.667506
5.81195 -0.537218
5.84336 -0.63633
5.87478 -0.929856
5.90619 -0.103989
5.93761 -0.770231
5.96903 -0.134566
6.00044 -0.512174
6.03186 -0.262243
6.06327 -0.209738
6.09469 0.357571
6.12611 -0.836379
6.15752 0.0179159
6.18894 0.214386
6.22035 -0.658076
6.25177 0.087481
